Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"if (color == ""red"")",Chrome 121.0.0.0,,,12-02-2024 10:41:13,12-02-2024 10:41:13,0.001s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 10:41:13,12-02-2024 10:41:13,0.355s,PASSED
"click(findTestObject(""FinalWeb/Page_Advantage Shopping/input_Quantity_quantity""))",Chrome 121.0.0.0,,,12-02-2024 10:41:13,12-02-2024 10:41:14,0.608s,PASSED
"sendKeys(findTestObject(""FinalWeb/Page_Advantage Shopping/input_Quantity_quantity""), Keys.chord(BACK_SPACE))",Chrome 121.0.0.0,,,12-02-2024 10:41:14,12-02-2024 10:41:14,0.370s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/input_Quantity_quantity""), qty)",Chrome 121.0.0.0,,,12-02-2024 10:41:14,12-02-2024 10:41:15,0.910s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 10:41:15,12-02-2024 10:41:16,0.370s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (516.00)""))",Chrome 121.0.0.0,,,12-02-2024 10:41:16,12-02-2024 10:41:18,2.272s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/h3_ORDER PAYMENT""), 0)",Chrome 121.0.0.0,,,12-02-2024 10:41:18,12-02-2024 10:41:22,4.263s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:41:24,12-02-2024 10:41:24,0.001s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Add Product to Cart,Chrome 121.0.0.0,,,12-02-2024 10:41:24,12-02-2024 10:42:02,37.821s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 10:41:24,12-02-2024 10:41:25,0.942s,PASSED
navigateToUrl(webfinal),Chrome 121.0.0.0,,,12-02-2024 10:41:25,12-02-2024 10:41:29,3.279s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 10:41:29,12-02-2024 10:41:35,6.221s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 10:41:35,12-02-2024 10:41:36,0.919s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 10:41:36,12-02-2024 10:41:37,1.498s,PASSED
"sendKeys(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 10:41:37,12-02-2024 10:41:38,0.459s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 10:41:38,12-02-2024 10:41:43,5.390s,PASSED
"mouseOver(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 10:41:43,12-02-2024 10:41:46,2.612s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 10:41:46,12-02-2024 10:41:46,0.385s,PASSED
"if (color == ""tosca"")",Chrome 121.0.0.0,,,12-02-2024 10:41:46,12-02-2024 10:41:46,0.002s,PASSED
"if (color == ""black"")",Chrome 121.0.0.0,,,12-02-2024 10:41:46,12-02-2024 10:41:51,5.032s,PASSED
"if (color == ""red"")",Chrome 121.0.0.0,,,12-02-2024 10:41:51,12-02-2024 10:41:51,0.001s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 10:41:51,12-02-2024 10:41:51,0.345s,PASSED
"click(findTestObject(""FinalWeb/Page_Advantage Shopping/input_Quantity_quantity""))",Chrome 121.0.0.0,,,12-02-2024 10:41:51,12-02-2024 10:41:52,0.582s,PASSED
"sendKeys(findTestObject(""FinalWeb/Page_Advantage Shopping/input_Quantity_quantity""), Keys.chord(BACK_SPACE))",Chrome 121.0.0.0,,,12-02-2024 10:41:52,12-02-2024 10:41:52,0.327s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/input_Quantity_quantity""), qty)",Chrome 121.0.0.0,,,12-02-2024 10:41:52,12-02-2024 10:41:53,0.861s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 10:41:53,12-02-2024 10:41:53,0.333s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (516.00)""))",Chrome 121.0.0.0,,,12-02-2024 10:41:53,12-02-2024 10:41:56,2.426s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/h3_ORDER PAYMENT""), 0)",Chrome 121.0.0.0,,,12-02-2024 10:41:56,12-02-2024 10:42:00,4.128s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:42:02,12-02-2024 10:42:02,0.000s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Payment,Chrome 121.0.0.0,,,12-02-2024 10:42:02,12-02-2024 10:42:38,35.700s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 10:42:02,12-02-2024 10:42:03,0.982s,PASSED
navigateToUrl(webfinal),Chrome 121.0.0.0,,,12-02-2024 10:42:03,12-02-2024 10:42:07,4.183s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 10:42:07,12-02-2024 10:42:14,6.530s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 10:42:14,12-02-2024 10:42:15,0.986s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 10:42:15,12-02-2024 10:42:16,1.530s,PASSED
"sendKeys(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 10:42:16,12-02-2024 10:42:17,0.568s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 10:42:17,12-02-2024 10:42:19,1.573s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 10:42:19,12-02-2024 10:42:21,2.548s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 10:42:21,12-02-2024 10:42:26,5.297s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (1,138.00)""))",Chrome 121.0.0.0,,,12-02-2024 10:42:26,12-02-2024 10:42:28,2.016s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_NEXT""))",Chrome 121.0.0.0,,,12-02-2024 10:42:28,12-02-2024 10:42:32,3.361s,PASSED
"if (paymentMethod == ""safepay"")",Chrome 121.0.0.0,,,12-02-2024 10:42:32,12-02-2024 10:42:34,2.137s,PASSED
"verifyElementText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/span_Thank you for buying with Advantage""), ""Thank you for buying with Advantage"")",Chrome 121.0.0.0,,,12-02-2024 10:42:34,12-02-2024 10:42:36,1.789s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:42:38,12-02-2024 10:42:38,0.001s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Payment,Chrome 121.0.0.0,,,12-02-2024 10:43:31,12-02-2024 10:44:18,47.588s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 10:43:31,12-02-2024 10:43:32,1.087s,PASSED
navigateToUrl(webfinal),Chrome 121.0.0.0,,,12-02-2024 10:43:32,12-02-2024 10:43:37,5.139s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 10:43:37,12-02-2024 10:43:44,6.666s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 10:43:44,12-02-2024 10:43:45,1.048s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 10:43:45,12-02-2024 10:43:46,1.564s,PASSED
"sendKeys(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 10:43:46,12-02-2024 10:43:47,0.498s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 10:43:47,12-02-2024 10:43:54,7.775s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 10:43:54,12-02-2024 10:43:57,2.371s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 10:43:57,12-02-2024 10:44:02,4.794s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (1,138.00)""))",Chrome 121.0.0.0,,,12-02-2024 10:44:02,12-02-2024 10:44:04,1.902s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_NEXT""))",Chrome 121.0.0.0,,,12-02-2024 10:44:04,12-02-2024 10:44:07,3.751s,PASSED
"if (paymentMethod == ""safepay"")",Chrome 121.0.0.0,,,12-02-2024 10:44:07,12-02-2024 10:44:07,0.001s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 10:44:07,12-02-2024 10:44:14,6.737s,PASSED
"verifyElementText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/span_Thank you for buying with Advantage""), ""Thank you for buying with Advantage"")",Chrome 121.0.0.0,,,12-02-2024 10:44:14,12-02-2024 10:44:16,2.086s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:44:18,12-02-2024 10:44:18,0.001s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Payment,Chrome 121.0.0.0,,,12-02-2024 10:44:18,12-02-2024 10:45:03,45.067s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 10:44:18,12-02-2024 10:44:19,1.030s,PASSED
navigateToUrl(webfinal),Chrome 121.0.0.0,,,12-02-2024 10:44:19,12-02-2024 10:44:21,1.781s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 10:44:21,12-02-2024 10:44:28,7.139s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 10:44:28,12-02-2024 10:44:29,1.021s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 10:44:29,12-02-2024 10:44:31,1.524s,PASSED
"sendKeys(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 10:44:31,12-02-2024 10:44:31,0.466s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 10:44:31,12-02-2024 10:44:33,1.550s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 10:44:33,12-02-2024 10:44:35,2.512s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 10:44:35,12-02-2024 10:44:46,10.976s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (1,138.00)""))",Chrome 121.0.0.0,,,12-02-2024 10:44:46,12-02-2024 10:44:48,1.914s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_NEXT""))",Chrome 121.0.0.0,,,12-02-2024 10:44:48,12-02-2024 10:44:52,3.881s,PASSED
"if (paymentMethod == ""safepay"")",Chrome 121.0.0.0,,,12-02-2024 10:44:52,12-02-2024 10:44:52,0.001s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 10:44:52,12-02-2024 10:44:59,6.947s,PASSED
"verifyElementText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/span_Thank you for buying with Advantage""), ""Thank you for buying with Advantage"")",Chrome 121.0.0.0,,,12-02-2024 10:44:59,12-02-2024 10:45:01,2.205s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:45:03,12-02-2024 10:45:03,0.000s,PASSED
