Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"if (color == ""tosca"")",Chrome 121.0.0.0,,,12-02-2024 12:33:33,12-02-2024 12:33:33,0.002s,PASSED
"if (color == ""black"")",Chrome 121.0.0.0,,,12-02-2024 12:33:33,12-02-2024 12:33:37,4.275s,PASSED
"if (color == ""red"")",Chrome 121.0.0.0,,,12-02-2024 12:33:37,12-02-2024 12:33:37,0.000s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 12:33:37,12-02-2024 12:33:37,0.338s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/address""), qty)",Chrome 121.0.0.0,,,12-02-2024 12:33:37,12-02-2024 12:34:09,31.733s,FAILED
Video,Chrome 121.0.0.0,,,12-02-2024 12:34:11,12-02-2024 12:34:11,0.000s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Payment,Chrome 121.0.0.0,,,12-02-2024 12:34:11,12-02-2024 12:34:44,32.985s,FAILED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 12:34:11,12-02-2024 12:34:12,0.838s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,12-02-2024 12:34:12,12-02-2024 12:34:14,1.901s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 12:34:14,12-02-2024 12:34:16,2.074s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 12:34:16,12-02-2024 12:34:18,2.107s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 12:34:18,12-02-2024 12:34:21,2.493s,PASSED
"sendKeys(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 12:34:21,12-02-2024 12:34:21,0.550s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 12:34:21,12-02-2024 12:34:27,5.998s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 12:34:27,12-02-2024 12:34:30,2.447s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 12:34:30,12-02-2024 12:34:34,4.064s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (1,138.00)""))",Chrome 121.0.0.0,,,12-02-2024 12:34:34,12-02-2024 12:34:36,2.205s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_NEXT""))",Chrome 121.0.0.0,,,12-02-2024 12:34:36,12-02-2024 12:34:40,3.820s,PASSED
"if (paymentMethod == ""safepay"")",Chrome 121.0.0.0,,,12-02-2024 12:34:40,12-02-2024 12:34:41,1.584s,PASSED
"click(findTestObject(""FinalWeb/Page_Advantage Shopping/sec-sender_PAY NOW""))",Chrome 121.0.0.0,,,12-02-2024 12:34:41,12-02-2024 12:34:42,0.709s,FAILED
Video,Chrome 121.0.0.0,,,12-02-2024 12:34:44,12-02-2024 12:34:44,0.000s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Payment,Chrome 121.0.0.0,,,12-02-2024 12:34:44,12-02-2024 12:35:20,36.127s,FAILED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 12:34:44,12-02-2024 12:34:45,0.788s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,12-02-2024 12:34:45,12-02-2024 12:34:47,1.894s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 12:34:47,12-02-2024 12:34:50,2.961s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 12:34:50,12-02-2024 12:34:51,1.039s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 12:34:51,12-02-2024 12:34:52,1.427s,PASSED
"sendKeys(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 12:34:52,12-02-2024 12:34:53,1.095s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 12:34:53,12-02-2024 12:35:03,9.470s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 12:35:03,12-02-2024 12:35:05,2.686s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 12:35:05,12-02-2024 12:35:11,5.286s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (1,138.00)""))",Chrome 121.0.0.0,,,12-02-2024 12:35:11,12-02-2024 12:35:13,2.199s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_NEXT""))",Chrome 121.0.0.0,,,12-02-2024 12:35:13,12-02-2024 12:35:17,3.934s,PASSED
"if (paymentMethod == ""safepay"")",Chrome 121.0.0.0,,,12-02-2024 12:35:17,12-02-2024 12:35:17,0.001s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 12:35:17,12-02-2024 12:35:18,1.263s,FAILED
Video,Chrome 121.0.0.0,,,12-02-2024 12:35:20,12-02-2024 12:35:20,0.001s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Payment,Chrome 121.0.0.0,,,12-02-2024 12:35:20,12-02-2024 12:35:56,35.607s,FAILED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 12:35:20,12-02-2024 12:35:21,0.814s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,12-02-2024 12:35:21,12-02-2024 12:35:23,1.945s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 12:35:23,12-02-2024 12:35:26,2.956s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 12:35:26,12-02-2024 12:35:27,0.981s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 12:35:27,12-02-2024 12:35:28,1.447s,PASSED
"sendKeys(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 12:35:28,12-02-2024 12:35:30,1.128s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 12:35:30,12-02-2024 12:35:39,9.818s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 12:35:39,12-02-2024 12:35:42,2.646s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 12:35:42,12-02-2024 12:35:47,4.949s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (1,138.00)""))",Chrome 121.0.0.0,,,12-02-2024 12:35:47,12-02-2024 12:35:49,1.979s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_NEXT""))",Chrome 121.0.0.0,,,12-02-2024 12:35:49,12-02-2024 12:35:53,3.630s,PASSED
"if (paymentMethod == ""safepay"")",Chrome 121.0.0.0,,,12-02-2024 12:35:53,12-02-2024 12:35:53,0.000s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 12:35:53,12-02-2024 12:35:54,1.237s,FAILED
Video,Chrome 121.0.0.0,,,12-02-2024 12:35:56,12-02-2024 12:35:56,0.001s,PASSED
