Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_- Use maximum 50 character_state__pro_272a54""), state)",Chrome 121.0.0.0,,,12-02-2024 10:04:38,12-02-2024 10:04:39,1.202s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/kkodepos""), ""133"")",Chrome 121.0.0.0,,,12-02-2024 10:04:39,12-02-2024 10:04:41,1.183s,PASSED
if (offer == 1),Chrome 121.0.0.0,,,12-02-2024 10:04:41,12-02-2024 10:04:41,0.002s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 10:04:41,12-02-2024 10:04:41,0.006s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/TnCbox""))",Chrome 121.0.0.0,,,12-02-2024 10:04:41,12-02-2024 10:04:41,0.537s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_REGISTER""))",Chrome 121.0.0.0,,,12-02-2024 10:04:41,12-02-2024 10:04:42,0.616s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:04:44,12-02-2024 10:04:44,0.001s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Login,Chrome 121.0.0.0,,,12-02-2024 10:04:44,12-02-2024 10:05:07,22.947s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 10:04:44,12-02-2024 10:04:45,1.120s,PASSED
navigateToUrl(webfinal),Chrome 121.0.0.0,,,12-02-2024 10:04:45,12-02-2024 10:04:49,3.995s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 10:04:49,12-02-2024 10:04:55,5.927s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 10:04:55,12-02-2024 10:04:56,1.008s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 10:04:56,12-02-2024 10:04:57,1.497s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_SIGN IN""))",Chrome 121.0.0.0,,,12-02-2024 10:04:57,12-02-2024 10:04:58,0.620s,PASSED
"verifyTextPresent(username, false)",Chrome 121.0.0.0,,,12-02-2024 10:04:58,12-02-2024 10:05:05,6.637s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:05:07,12-02-2024 10:05:07,0.001s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Login,Chrome 121.0.0.0,,,12-02-2024 10:05:07,12-02-2024 10:05:28,20.667s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 10:05:07,12-02-2024 10:05:08,1.306s,PASSED
navigateToUrl(webfinal),Chrome 121.0.0.0,,,12-02-2024 10:05:08,12-02-2024 10:05:12,3.354s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 10:05:12,12-02-2024 10:05:18,6.386s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 10:05:18,12-02-2024 10:05:19,0.967s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 10:05:19,12-02-2024 10:05:20,1.520s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_SIGN IN""))",Chrome 121.0.0.0,,,12-02-2024 10:05:20,12-02-2024 10:05:21,0.505s,PASSED
"verifyTextPresent(username, false)",Chrome 121.0.0.0,,,12-02-2024 10:05:21,12-02-2024 10:05:26,4.594s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:05:28,12-02-2024 10:05:28,0.000s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Login,Chrome 121.0.0.0,,,12-02-2024 10:05:28,12-02-2024 10:05:48,20.728s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 10:05:28,12-02-2024 10:05:29,0.968s,PASSED
navigateToUrl(webfinal),Chrome 121.0.0.0,,,12-02-2024 10:05:29,12-02-2024 10:05:31,2.155s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 10:05:31,12-02-2024 10:05:38,7.421s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 10:05:38,12-02-2024 10:05:39,0.968s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 10:05:39,12-02-2024 10:05:41,1.535s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_SIGN IN""))",Chrome 121.0.0.0,,,12-02-2024 10:05:41,12-02-2024 10:05:41,0.579s,PASSED
"verifyTextPresent(username, false)",Chrome 121.0.0.0,,,12-02-2024 10:05:41,12-02-2024 10:05:46,4.996s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:05:48,12-02-2024 10:05:48,0.001s,PASSED
