Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Market Services,Chrome 121.0.0.0,,,12-02-2024 11:33:59,12-02-2024 11:39:11,5m - 11.950s,FAILED
,,,,,,,
Test Cases/Final Assignment WEB/Add Product to Cart,Chrome 121.0.0.0,,,12-02-2024 11:33:59,12-02-2024 11:35:00,1m - 0.841s,FAILED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 11:34:00,12-02-2024 11:34:03,2.596s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,12-02-2024 11:34:03,12-02-2024 11:34:07,4.046s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 11:34:07,12-02-2024 11:34:12,4.879s,PASSED
"mouseOver(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 11:34:12,12-02-2024 11:34:20,7.835s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 11:34:20,12-02-2024 11:34:20,0.387s,PASSED
"if (color == ""tosca"")",Chrome 121.0.0.0,,,12-02-2024 11:34:20,12-02-2024 11:34:20,0.014s,PASSED
"if (color == ""black"")",Chrome 121.0.0.0,,,12-02-2024 11:34:20,12-02-2024 11:34:20,0.002s,PASSED
"if (color == ""red"")",Chrome 121.0.0.0,,,12-02-2024 11:34:20,12-02-2024 11:34:26,5.801s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/address""), qty)",Chrome 121.0.0.0,,,12-02-2024 11:34:26,12-02-2024 11:34:58,32.150s,FAILED
Video,Chrome 121.0.0.0,,,12-02-2024 11:35:00,12-02-2024 11:35:00,0.002s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Add Product to Cart,Chrome 121.0.0.0,,,12-02-2024 11:35:00,12-02-2024 11:36:06,1m - 5.786s,FAILED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 11:35:00,12-02-2024 11:35:01,0.857s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,12-02-2024 11:35:01,12-02-2024 11:35:04,2.829s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 11:35:04,12-02-2024 11:35:09,4.706s,PASSED
"mouseOver(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 11:35:09,12-02-2024 11:35:25,16.027s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 11:35:25,12-02-2024 11:35:25,0.454s,PASSED
"if (color == ""tosca"")",Chrome 121.0.0.0,,,12-02-2024 11:35:25,12-02-2024 11:35:31,6.323s,PASSED
"if (color == ""black"")",Chrome 121.0.0.0,,,12-02-2024 11:35:31,12-02-2024 11:35:31,0.001s,PASSED
"if (color == ""red"")",Chrome 121.0.0.0,,,12-02-2024 11:35:31,12-02-2024 11:35:31,0.001s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 11:35:31,12-02-2024 11:35:32,0.391s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/address""), qty)",Chrome 121.0.0.0,,,12-02-2024 11:35:32,12-02-2024 11:36:04,32.108s,FAILED
Video,Chrome 121.0.0.0,,,12-02-2024 11:36:06,12-02-2024 11:36:06,0.001s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Add Product to Cart,Chrome 121.0.0.0,,,12-02-2024 11:36:06,12-02-2024 11:37:05,59.342s,FAILED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 11:36:06,12-02-2024 11:36:07,0.966s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,12-02-2024 11:36:07,12-02-2024 11:36:09,2.387s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 11:36:09,12-02-2024 11:36:18,8.550s,PASSED
