Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Market Services,Chrome 121.0.0.0,,,12-02-2024 11:44:31,12-02-2024 11:49:10,4m - 38.848s,FAILED
,,,,,,,
Test Cases/Final Assignment WEB/Add Product to Cart,Chrome 121.0.0.0,,,12-02-2024 11:44:31,12-02-2024 11:45:27,55.484s,FAILED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 11:44:32,12-02-2024 11:44:34,1.888s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,12-02-2024 11:44:34,12-02-2024 11:44:37,3.527s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 11:44:37,12-02-2024 11:44:42,4.988s,PASSED
"mouseOver(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 11:44:42,12-02-2024 11:44:48,6.316s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 11:44:48,12-02-2024 11:44:49,0.499s,PASSED
"if (color == ""tosca"")",Chrome 121.0.0.0,,,12-02-2024 11:44:49,12-02-2024 11:44:49,0.017s,PASSED
"if (color == ""black"")",Chrome 121.0.0.0,,,12-02-2024 11:44:49,12-02-2024 11:44:49,0.006s,PASSED
"if (color == ""red"")",Chrome 121.0.0.0,,,12-02-2024 11:44:49,12-02-2024 11:44:52,3.360s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/address""), qty)",Chrome 121.0.0.0,,,12-02-2024 11:44:52,12-02-2024 11:45:25,32.251s,FAILED
Video,Chrome 121.0.0.0,,,12-02-2024 11:45:27,12-02-2024 11:45:27,0.002s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Add Product to Cart,Chrome 121.0.0.0,,,12-02-2024 11:45:27,12-02-2024 11:46:25,58.659s,FAILED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 11:45:27,12-02-2024 11:45:28,0.912s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,12-02-2024 11:45:28,12-02-2024 11:45:31,3.513s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 11:45:31,12-02-2024 11:45:36,5.060s,PASSED
