Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (1,138.00)""))",Chrome 121.0.0.0,,,12-02-2024 12:30:39,12-02-2024 12:30:41,1.985s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_NEXT""))",Chrome 121.0.0.0,,,12-02-2024 12:30:41,12-02-2024 12:30:45,3.268s,PASSED
"if (paymentMethod == ""safepay"")",Chrome 121.0.0.0,,,12-02-2024 12:30:45,12-02-2024 12:30:45,0.001s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 12:30:45,12-02-2024 12:30:46,1.259s,FAILED
Video,Chrome 121.0.0.0,,,12-02-2024 12:30:48,12-02-2024 12:30:48,0.000s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Payment,Chrome 121.0.0.0,,,12-02-2024 12:30:48,12-02-2024 12:31:21,32.662s,FAILED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 12:30:48,12-02-2024 12:30:49,0.835s,PASSED
"navigateToUrl(""https://advantageonlineshopping.com/"")",Chrome 121.0.0.0,,,12-02-2024 12:30:49,12-02-2024 12:30:51,1.785s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 12:30:51,12-02-2024 12:30:59,8.226s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_OR_username""), username)",Chrome 121.0.0.0,,,12-02-2024 12:30:59,12-02-2024 12:31:00,0.876s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), password)",Chrome 121.0.0.0,,,12-02-2024 12:31:00,12-02-2024 12:31:01,1.405s,PASSED
"sendKeys(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Username_password""), Keys.chord(ENTER))",Chrome 121.0.0.0,,,12-02-2024 12:31:01,12-02-2024 12:31:02,0.520s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/div_SPEAKERS                        Shop Now""))",Chrome 121.0.0.0,,,12-02-2024 12:31:02,12-02-2024 12:31:04,2.123s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/img_SHOP NOW_25""))",Chrome 121.0.0.0,,,12-02-2024 12:31:04,12-02-2024 12:31:06,2.653s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_ADD TO CART""))",Chrome 121.0.0.0,,,12-02-2024 12:31:06,12-02-2024 12:31:11,4.852s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_CHECKOUT  (1,138.00)""))",Chrome 121.0.0.0,,,12-02-2024 12:31:11,12-02-2024 12:31:13,2.124s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_NEXT""))",Chrome 121.0.0.0,,,12-02-2024 12:31:13,12-02-2024 12:31:17,3.896s,PASSED
"if (paymentMethod == ""safepay"")",Chrome 121.0.0.0,,,12-02-2024 12:31:17,12-02-2024 12:31:17,0.000s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 12:31:17,12-02-2024 12:31:19,1.267s,FAILED
Video,Chrome 121.0.0.0,,,12-02-2024 12:31:21,12-02-2024 12:31:21,0.001s,PASSED
