Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User Services,Chrome 121.0.0.0,,,12-02-2024 10:40:05,12-02-2024 10:44:35,4m - 29.880s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Registration,Chrome 121.0.0.0,,,12-02-2024 10:40:56,12-02-2024 10:41:31,34.993s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 10:40:56,12-02-2024 10:40:57,1.197s,PASSED
navigateToUrl(webfinal),Chrome 121.0.0.0,,,12-02-2024 10:40:57,12-02-2024 10:40:59,2.190s,PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,12-02-2024 10:40:59,12-02-2024 10:40:59,0.037s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 10:40:59,12-02-2024 10:41:07,7.701s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/a_CREATE NEW ACCOUNT""))",Chrome 121.0.0.0,,,12-02-2024 10:41:07,12-02-2024 10:41:07,0.680s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__usernameRegisterPage""), username)",Chrome 121.0.0.0,,,12-02-2024 10:41:07,12-02-2024 10:41:11,4.022s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__emailRegisterPage""), email)",Chrome 121.0.0.0,,,12-02-2024 10:41:11,12-02-2024 10:41:13,1.288s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__passwordRegisterPage""), password)",Chrome 121.0.0.0,,,12-02-2024 10:41:13,12-02-2024 10:41:14,1.226s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__confirm_passwordRegisterPage""), cpassword)",Chrome 121.0.0.0,,,12-02-2024 10:41:14,12-02-2024 10:41:15,1.192s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_PERSONAL DETAILS_first_nameRegisterPage""), firstName)",Chrome 121.0.0.0,,,12-02-2024 10:41:15,12-02-2024 10:41:16,1.175s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_- Use maximum 30 character_last_nameR_6ef033""), lastName)",Chrome 121.0.0.0,,,12-02-2024 10:41:16,12-02-2024 10:41:18,1.192s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_- Use maximum 30 character_phone_numb_7c938a""), phone)",Chrome 121.0.0.0,,,12-02-2024 10:41:18,12-02-2024 10:41:19,1.212s,PASSED
"selectOptionByLabel(findTestObject(""FinalWeb/Page_Advantage Shopping/Select Country""), country, true)",Chrome 121.0.0.0,,,12-02-2024 10:41:19,12-02-2024 10:41:23,4.230s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Country_cityRegisterPage""), city)",Chrome 121.0.0.0,,,12-02-2024 10:41:23,12-02-2024 10:41:24,0.732s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/AlamatRumah""), address)",Chrome 121.0.0.0,,,12-02-2024 10:41:24,12-02-2024 10:41:25,1.277s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_- Use maximum 50 character_state__pro_272a54""), state)",Chrome 121.0.0.0,,,12-02-2024 10:41:25,12-02-2024 10:41:26,1.221s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/kkodepos""), ""133"")",Chrome 121.0.0.0,,,12-02-2024 10:41:26,12-02-2024 10:41:27,1.179s,PASSED
if (offer == 1),Chrome 121.0.0.0,,,12-02-2024 10:41:27,12-02-2024 10:41:27,0.001s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 10:41:27,12-02-2024 10:41:27,0.006s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/TnCbox""))",Chrome 121.0.0.0,,,12-02-2024 10:41:27,12-02-2024 10:41:28,0.599s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_REGISTER""))",Chrome 121.0.0.0,,,12-02-2024 10:41:28,12-02-2024 10:41:28,0.494s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:41:31,12-02-2024 10:41:31,0.001s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Registration,Chrome 121.0.0.0,,,12-02-2024 10:42:20,12-02-2024 10:42:58,38.026s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 10:42:20,12-02-2024 10:42:21,1.225s,PASSED
navigateToUrl(webfinal),Chrome 121.0.0.0,,,12-02-2024 10:42:21,12-02-2024 10:42:29,8.058s,PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,12-02-2024 10:42:29,12-02-2024 10:42:29,0.020s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 10:42:29,12-02-2024 10:42:36,6.322s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/a_CREATE NEW ACCOUNT""))",Chrome 121.0.0.0,,,12-02-2024 10:42:36,12-02-2024 10:42:36,0.640s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__usernameRegisterPage""), username)",Chrome 121.0.0.0,,,12-02-2024 10:42:36,12-02-2024 10:42:39,2.289s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__emailRegisterPage""), email)",Chrome 121.0.0.0,,,12-02-2024 10:42:39,12-02-2024 10:42:40,1.259s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__passwordRegisterPage""), password)",Chrome 121.0.0.0,,,12-02-2024 10:42:40,12-02-2024 10:42:41,1.194s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__confirm_passwordRegisterPage""), cpassword)",Chrome 121.0.0.0,,,12-02-2024 10:42:41,12-02-2024 10:42:42,1.163s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_PERSONAL DETAILS_first_nameRegisterPage""), firstName)",Chrome 121.0.0.0,,,12-02-2024 10:42:42,12-02-2024 10:42:43,1.153s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_- Use maximum 30 character_last_nameR_6ef033""), lastName)",Chrome 121.0.0.0,,,12-02-2024 10:42:43,12-02-2024 10:42:44,1.199s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_- Use maximum 30 character_phone_numb_7c938a""), phone)",Chrome 121.0.0.0,,,12-02-2024 10:42:44,12-02-2024 10:42:46,1.182s,PASSED
"selectOptionByLabel(findTestObject(""FinalWeb/Page_Advantage Shopping/Select Country""), country, true)",Chrome 121.0.0.0,,,12-02-2024 10:42:46,12-02-2024 10:42:50,4.781s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Country_cityRegisterPage""), city)",Chrome 121.0.0.0,,,12-02-2024 10:42:50,12-02-2024 10:42:51,0.769s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/AlamatRumah""), address)",Chrome 121.0.0.0,,,12-02-2024 10:42:51,12-02-2024 10:42:52,1.190s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_- Use maximum 50 character_state__pro_272a54""), state)",Chrome 121.0.0.0,,,12-02-2024 10:42:52,12-02-2024 10:42:54,1.198s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/kkodepos""), ""133"")",Chrome 121.0.0.0,,,12-02-2024 10:42:54,12-02-2024 10:42:55,1.169s,PASSED
if (offer == 1),Chrome 121.0.0.0,,,12-02-2024 10:42:55,12-02-2024 10:42:55,0.000s,PASSED
else,Chrome 121.0.0.0,,,12-02-2024 10:42:55,12-02-2024 10:42:55,0.002s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/TnCbox""))",Chrome 121.0.0.0,,,12-02-2024 10:42:55,12-02-2024 10:42:55,0.541s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/button_REGISTER""))",Chrome 121.0.0.0,,,12-02-2024 10:42:55,12-02-2024 10:42:56,0.590s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 10:42:58,12-02-2024 10:42:58,0.000s,PASSED
,,,,,,,
Test Cases/Final Assignment WEB/Registration,Chrome 121.0.0.0,,,12-02-2024 10:42:58,12-02-2024 10:43:34,35.613s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,12-02-2024 10:42:58,12-02-2024 10:42:59,0.990s,PASSED
navigateToUrl(webfinal),Chrome 121.0.0.0,,,12-02-2024 10:42:59,12-02-2024 10:43:01,1.877s,PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,12-02-2024 10:43:01,12-02-2024 10:43:01,0.033s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/svg_CHECKOUT  (0.00)_menuUser""))",Chrome 121.0.0.0,,,12-02-2024 10:43:01,12-02-2024 10:43:03,2.140s,PASSED
"click(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/a_CREATE NEW ACCOUNT""))",Chrome 121.0.0.0,,,12-02-2024 10:43:03,12-02-2024 10:43:08,4.515s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__usernameRegisterPage""), username)",Chrome 121.0.0.0,,,12-02-2024 10:43:08,12-02-2024 10:43:14,6.395s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__emailRegisterPage""), email)",Chrome 121.0.0.0,,,12-02-2024 10:43:14,12-02-2024 10:43:15,1.173s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__passwordRegisterPage""), password)",Chrome 121.0.0.0,,,12-02-2024 10:43:15,12-02-2024 10:43:17,1.329s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input__confirm_passwordRegisterPage""), cpassword)",Chrome 121.0.0.0,,,12-02-2024 10:43:17,12-02-2024 10:43:18,1.149s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_PERSONAL DETAILS_first_nameRegisterPage""), firstName)",Chrome 121.0.0.0,,,12-02-2024 10:43:18,12-02-2024 10:43:19,1.218s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_- Use maximum 30 character_last_nameR_6ef033""), lastName)",Chrome 121.0.0.0,,,12-02-2024 10:43:19,12-02-2024 10:43:20,1.140s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_- Use maximum 30 character_phone_numb_7c938a""), phone)",Chrome 121.0.0.0,,,12-02-2024 10:43:20,12-02-2024 10:43:21,1.238s,PASSED
"selectOptionByLabel(findTestObject(""FinalWeb/Page_Advantage Shopping/Select Country""), country, true)",Chrome 121.0.0.0,,,12-02-2024 10:43:21,12-02-2024 10:43:26,4.907s,PASSED
"setText(findTestObject(""Object Repository/FinalWeb/Page_Advantage Shopping/input_Country_cityRegisterPage""), city)",Chrome 121.0.0.0,,,12-02-2024 10:43:26,12-02-2024 10:43:27,0.696s,PASSED
"setText(findTestObject(""FinalWeb/Page_Advantage Shopping/AlamatRumah""), address)",Chrome 121.0.0.0,,,12-02-2024 10:43:27,12-02-2024 10:43:28,1.166s,PASSED
